"No.","Player","Pos.x","Ht","Wt","Birth.Date","X.","Exp","College","playerurls","Salary","Season","Age","Tm","Lg","Pos.y","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","CareerG","CareerGS","CareerMP","CareerFG","CareerFGA","Career3P","Career3PA","Career2P","Career2PA","CareerFT","CareerFTA","CareerORB","CareerDRB","CareerTRB","CareerAST","CareerSTL","CareerBLK","CareerTOV","CareerPF","CareerPTS","PlayoffSeason","PlayoffAge","PlayoffTm","PlayoffLg","PlayoffPos","PlayoffG","PlayoffGS","PlayoffMP","PlayoffFG","PlayoffFGA","PlayoffFG%","Playoff3P","Playoff3PA","Playoff3P%","Playoff2P","Playoff2PA","Playoff2P%","PlayoffeFG%","PlayoffFT","PlayoffFTA","PlayoffFT%","PlayoffORB","PlayoffDRB","PlayoffTRB","PlayoffAST","PlayoffSTL","PlayoffBLK","PlayoffTOV","PlayoffPF","PlayoffPTS","CareerPlayoffG","CareerPlayoffGS","CareerPlayoffMP","CareerPlayoffFG","CareerPlayoffFGA","CareerPlayoff3P","CareerPlayoff3PA","CareerPlayoff2P","CareerPlayoff2PA","CareerPlayoffFT","CareerPlayoffFTA","CareerPlayoffORB","CareerPlayoffDRB","CareerPlayoffTRB","CareerPlayoffAST","CareerPlayoffSTL","CareerPlayoffBLK","CareerPlayoffTOV","CareerPlayoffPF","CareerPlayoffPTS"
26,"Phil Pressey","PG","5-11",175,"February 17, 1991","us",1,"University of Missouri","http://www.basketball-reference.com/players/p/pressph01.html",816482,"2013-14",22,"BOS","NBA","PG",75,11,1132,78,253,0.308,28,106,0.264,50,147,0.34,0.364,29,45,0.644,20,85,105,241,68,5,87,97,213,75,11,1132,78,253,28,106,50,147,29,45,20,85,105,241,68,5,87,97,213,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"P.J. Tucker","SF","6-6",245,"May 5, 1985","us",3,"University of Texas at Austin","http://www.basketball-reference.com/players/t/tuckepj01.html",5700000,"2013-14",28,"PHO","NBA","SF",81,81,2490,265,615,0.431,74,191,0.387,191,424,0.45,0.491,156,201,0.776,161,368,529,141,110,23,102,204,760,177,126,4483,486,1081,96,261,390,820,228,301,304,598,902,253,174,42,175,361,1296,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Quincy Acy","PF","6-7",240,"October 6, 1990","us",2,"Baylor University","http://www.basketball-reference.com/players/a/acyqu01.html",915243,"2013-14",23,"TOT","NBA","SF",63,0,847,66,141,0.468,4,15,0.267,62,126,0.492,0.482,35,53,0.66,72,144,216,28,23,26,30,122,171,92,0,1189,108,216,5,17,103,199,66,91,102,191,293,39,36,41,47,175,287,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Quincy Miller","PF","6-9",210,"November 18, 1992","us",2,"Baylor University","http://www.basketball-reference.com/players/m/millequ01.html",365352,"2013-14",21,"DEN","NBA","PF",52,16,789,94,256,0.367,30,94,0.319,64,162,0.395,0.426,39,55,0.709,36,111,147,26,22,32,48,70,257,59,16,815,98,268,30,95,68,173,40,57,37,112,149,29,23,32,49,73,266,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Quincy Pondexter","SG","6-7",220,"March 10, 1988","us",4,"University of Washington","http://www.basketball-reference.com/players/p/pondequ01.html",3146068,"2013-14",25,"MEM","NBA","SG",15,2,270,31,79,0.392,11,34,0.324,20,45,0.444,0.462,21,26,0.808,10,16,26,20,5,1,15,18,94,204,17,3249,340,797,111,309,229,488,137,188,131,241,372,136,84,22,103,266,928,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,480,59,118,26,60,33,58,24,37,12,43,55,14,15,2,14,45,168
9,"Rajon Rondo","PG","6-1",186,"February 22, 1986","us",8,"University of Kentucky","http://www.basketball-reference.com/players/r/rondora01.html",12909091,"2013-14",27,"BOS","NBA","PG",30,30,998,141,350,0.403,26,90,0.289,115,260,0.442,0.44,42,67,0.627,22,142,164,294,40,2,99,65,350,505,452,16647,2321,4883,101,401,2220,4482,858,1382,566,1754,2320,4237,953,68,1413,1139,5601,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,3538,543,1220,28,101,515,1119,222,343,155,399,554,845,181,16,262,234,1336
9,"Ramon Sessions","PG","6-3",190,"April 11, 1986","us",7,"University of Nevada, Reno","http://www.basketball-reference.com/players/s/sessira01.html",2077000,"2013-14",27,"TOT","NBA","PG",83,19,2214,330,769,0.429,35,124,0.282,295,645,0.457,0.452,326,404,0.807,38,165,203,340,49,9,148,90,1021,467,127,12061,1859,4233,124,399,1735,3834,1639,2050,274,1108,1382,2180,356,42,896,695,5481,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,380,43,114,4,25,39,89,26,35,3,33,36,43,4,1,22,27,116
4,"Randy Foye","SG","6-4",213,"September 24, 1983","us",8,"Villanova University","http://www.basketball-reference.com/players/f/foyera01.html",3135000,"2013-14",30,"DEN","NBA","SG",81,78,2485,361,875,0.413,189,498,0.38,172,377,0.456,0.521,157,185,0.849,36,196,232,287,67,39,145,205,1068,552,364,15266,2269,5541,868,2301,1401,3240,1057,1237,203,1087,1290,1697,420,171,880,1257,6463,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,291,29,74,14,32,15,42,11,13,4,18,22,17,6,3,12,19,83
8,"Rasual Butler","SF","6-7",215,"May 23, 1979","us",11,"La Salle University","http://www.basketball-reference.com/players/b/butlera01.html",1448490,"2013-14",34,"IND","NBA","SG",50,2,378,51,110,0.464,26,62,0.419,25,48,0.521,0.582,8,14,0.571,6,35,41,17,7,9,11,30,136,688,265,15282,2026,5065,805,2236,1221,2829,531,713,267,1414,1681,571,246,363,472,1023,5388,"2013-14",34,"IND","NBA","SG",11,0,70,6,15,0.4,5,12,0.417,1,3,0.333,0.567,2,2,1,0,6,6,1,1,1,1,3,19,41,6,475,55,134,30,71,25,63,12,14,4,47,51,11,4,6,10,50,152
3,"Ray McCallum","PG","6-3",190,"June 12, 1991","us",1,"University of Detroit Mercy","http://www.basketball-reference.com/players/m/mccalra01.html",816482,"2013-14",22,"SAC","NBA","PG",45,10,897,113,300,0.377,22,59,0.373,91,241,0.378,0.413,32,43,0.744,18,61,79,120,22,9,39,69,280,45,10,897,113,300,22,59,91,241,32,43,18,61,79,120,22,9,39,69,280,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"Raymond Felton","PG","6-1",205,"June 26, 1984","us",9,"University of North Carolina","http://www.basketball-reference.com/players/f/feltora01.html",3793693,"2013-14",29,"NYK","NBA","PG",65,65,2017,240,608,0.395,62,195,0.318,178,413,0.431,0.446,88,122,0.721,54,143,197,365,78,27,129,157,630,667,612,22912,3285,7970,708,2131,2577,5839,1459,1863,452,1723,2175,4325,940,144,1696,1467,8737,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,736,107,254,17,57,90,197,43,60,20,40,60,97,28,5,36,44,274
25,"Reggie Bullock","SF","6-7",205,"March 16, 1991","us",1,"University of North Carolina","http://www.basketball-reference.com/players/b/bullore01.html",1200720,"2013-14",22,"LAC","NBA","SF",43,0,395,43,121,0.355,22,73,0.301,21,48,0.438,0.446,7,9,0.778,11,43,54,12,9,1,13,26,115,43,0,395,43,121,22,73,21,48,7,9,11,43,54,12,9,1,13,26,115,"2013-14",22,"LAC","NBA","SF",2,0,5,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
30,"Reggie Evans","PF","6-8",245,"May 18, 1980","us",12,"University of Iowa","http://www.basketball-reference.com/players/e/evansre01.html",1768653,"2013-14",33,"TOT","NBA","PF",54,20,899,71,150,0.473,0,0,0,71,150,0.473,0.473,72,130,0.554,115,219,334,21,37,3,58,119,214,762,365,14808,1049,2242,1,9,1048,2233,1014,1939,1887,3579,5466,426,544,110,852,1804,3113,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18,868,52,117,0,2,52,115,69,125,89,238,327,15,31,12,47,119,173
1,"Reggie Jackson","PG","6-3",208,"April 16, 1990","it",3,"Boston College","http://www.basketball-reference.com/players/j/jacksre01.html",2204370,"2013-14",23,"OKC","NBA","PG",80,36,2277,403,916,0.44,83,245,0.339,320,671,0.477,0.485,158,177,0.893,43,270,313,331,85,9,168,142,1047,195,36,3771,603,1400,120,411,483,989,235,268,78,454,532,524,139,23,257,257,1561,"2013-14",23,"OKC","NBA","PG",19,4,531,75,161,0.466,21,53,0.396,54,108,0.5,0.531,39,44,0.886,13,59,72,46,5,4,38,49,210,30,13,899,132,280,34,96,98,184,65,73,17,109,126,86,10,10,59,83,363
55,"Reggie Williams","SF","6-6",205,"September 14, 1986","us",5,"Virginia Military Institute","http://www.basketball-reference.com/players/w/willire02.html",125104,"2013-14",27,"OKC","NBA","SF",3,0,17,5,9,0.556,1,3,0.333,4,6,0.667,0.611,0,0,0,0,0,0,1,1,0,2,1,11,180,32,3552,576,1251,191,515,385,736,191,257,98,372,470,287,84,13,140,227,1534,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Richard Jefferson","SF","6-7",233,"June 21, 1980","us",13,"University of Arizona","http://www.basketball-reference.com/players/j/jefferi01.html",1448490,"2013-14",33,"UTA","NBA","SF",82,78,2213,294,654,0.45,123,301,0.409,171,353,0.484,0.544,120,162,0.741,18,201,219,130,56,14,94,168,831,934,773,29946,4698,10096,846,2248,3852,7848,3342,4323,847,3342,4189,2199,694,311,1616,2229,13584,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,71,3227,470,996,45,142,425,854,342,466,90,417,507,219,73,40,201,250,1327
1,"Ricky Ledo","SG","6-7",195,"September 10, 1992","us",1,"","http://www.basketball-reference.com/players/l/ledori01.html",912538,"2013-14",21,"DAL","NBA","SG",11,0,33,6,17,0.353,3,8,0.375,3,9,0.333,0.441,4,4,1,0,2,2,2,1,0,2,2,19,11,0,33,6,17,3,8,3,9,4,4,0,2,2,2,1,0,2,2,19,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"Ricky Rubio","PG","6-4",194,"October 21, 1990","es",3,"","http://www.basketball-reference.com/players/r/rubiori01.html",5070686,"2013-14",23,"MIN","NBA","PG",82,82,2638,255,670,0.381,44,133,0.331,211,537,0.393,0.413,227,283,0.802,61,281,342,704,191,11,221,218,781,180,160,5733,579,1573,103,319,476,1254,564,704,126,616,742,1458,419,24,524,458,1825,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Robbie Hummel","SF","6-8",215,"March 8, 1989","us",1,"Purdue University","http://www.basketball-reference.com/players/h/hummero01.html",880000,"2013-14",24,"MIN","NBA","SF",53,5,655,67,177,0.379,32,89,0.36,35,88,0.398,0.469,15,16,0.938,35,97,132,23,16,2,10,57,181,53,5,655,67,177,32,89,35,88,15,16,35,97,132,23,16,2,10,57,181,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Robert Covington","SF","6-9",215,"December 14, 1990","us",1,"Tennessee State University","http://www.basketball-reference.com/players/c/covinro01.html",1150000,"2013-14",23,"HOU","NBA","SF",7,0,34,6,14,0.429,4,11,0.364,2,3,0.667,0.571,0,0,0,2,3,5,0,2,0,1,3,16,7,0,34,6,14,4,11,2,3,0,0,2,3,5,0,2,0,1,3,16,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Robert Sacre","C","7-0",270,"June 6, 1989","us",2,"Gonzaga University","http://www.basketball-reference.com/players/s/sacrero01.html",915243,"2013-14",24,"LAL","NBA","C",65,13,1089,143,300,0.477,0,0,0,143,300,0.477,0.477,64,94,0.681,82,172,254,51,24,47,44,134,350,97,16,1292,161,348,0,0,161,348,71,105,91,197,288,57,24,57,54,172,393,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0
42,"Robin Lopez","C","7-0",255,"April 1, 1988","us",6,"Stanford University","http://www.basketball-reference.com/players/l/lopezro01.html",6124728,"2013-14",25,"POR","NBA","C",82,82,2603,355,644,0.551,0,1,0,355,643,0.552,0.551,198,242,0.818,326,374,700,73,25,139,84,196,908,406,258,8225,1284,2417,0,2,1284,2415,668,882,880,1073,1953,180,114,466,354,848,3236,"2013-14",25,"POR","NBA","C",11,11,367,43,88,0.489,0,0,0,43,88,0.489,0.489,24,36,0.667,47,54,101,9,6,20,11,40,110,17,17,471,62,123,0,0,62,123,33,45,59,66,125,9,8,21,14,51,157
2,"Rodney Stuckey","PG","6-5",210,"April 21, 1986","us",7,"Eastern Washington University","http://www.basketball-reference.com/players/s/stuckro01.html",1227985,"2013-14",27,"DET","NBA","SG",73,5,1950,372,853,0.436,24,88,0.273,348,765,0.455,0.45,244,292,0.836,39,130,169,152,54,10,125,131,1012,483,265,14045,2298,5429,182,637,2116,4792,1713,2070,358,1066,1424,1888,453,76,934,1094,6491,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,508,67,177,2,15,65,162,63,72,13,28,41,79,18,2,29,44,199
9,"Ronnie Price","PG","6-2",190,"June 21, 1983","us",9,"Utah Valley State College","http://www.basketball-reference.com/players/p/pricero01.html",1316809,"2013-14",30,"ORL","NBA","SG",31,2,377,28,92,0.304,9,43,0.209,19,49,0.388,0.353,9,13,0.692,8,35,43,66,25,2,26,50,74,425,35,4966,541,1431,142,486,399,945,225,310,129,350,479,630,272,38,351,629,1449,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,183,20,68,5,24,15,44,16,23,9,8,17,31,11,3,8,31,61
32,"Ronny Turiaf","C","6-10",249,"January 13, 1983","mq",9,"Gonzaga University","http://www.basketball-reference.com/players/t/turiaro01.html",1500000,"2013-14",31,"MIN","NBA","C",31,10,606,64,107,0.598,0,0,0,64,107,0.598,0.598,21,50,0.42,55,119,174,24,8,50,24,65,149,471,105,8001,856,1607,0,7,856,1600,497,782,520,1236,1756,616,181,593,358,1116,2209,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,515,47,95,0,0,47,95,34,58,35,61,96,11,7,37,23,95,128
55,"Roy Hibbert","C","7-2",270,"December 11, 1986","us",6,"Georgetown University","http://www.basketball-reference.com/players/h/hibbero01.html",14898938,"2013-14",27,"IND","NBA","C",81,81,2409,331,754,0.439,2,5,0.4,329,749,0.439,0.44,207,269,0.77,202,336,538,91,29,182,148,269,871,457,416,11903,2043,4373,6,20,2037,4353,1015,1378,1185,1898,3083,685,183,865,823,1499,5107,"2013-14",27,"IND","NBA","C",19,19,542,66,147,0.449,0,1,0,66,146,0.452,0.449,44,57,0.772,44,61,105,17,4,26,25,62,176,54,54,1708,258,531,1,2,257,529,163,213,194,256,450,58,13,106,103,195,680
8,"Rudy Gay","SF","6-8",230,"August 17, 1986","us",8,"University of Connecticut","http://www.basketball-reference.com/players/g/gayru01.html",19317325,"2013-14",27,"TOT","NBA","SF",73,73,2531,537,1179,0.455,65,197,0.33,472,982,0.481,0.483,318,387,0.822,113,324,437,209,95,56,224,171,1457,585,548,21015,4070,9033,597,1748,3473,7285,1925,2455,881,2526,3407,1257,792,498,1420,1466,10662,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,279,48,114,4,19,44,95,33,40,10,36,46,10,9,2,21,15,133
27,"Rudy Gobert","C","7-1",245,"June 26, 1992","fr",1,"","http://www.basketball-reference.com/players/g/goberru01.html",1127400,"2013-14",21,"UTA","NBA","C",45,0,434,36,74,0.486,0,0,0,36,74,0.486,0.486,32,65,0.492,51,104,155,7,8,41,32,57,104,45,0,434,36,74,0,0,36,74,32,65,51,104,155,7,8,41,32,57,104,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"Russell Westbrook","PG","6-3",200,"November 12, 1988","us",6,"University of California, Los Angeles","http://www.basketball-reference.com/players/w/westbru01.html",15719062,"2013-14",25,"OKC","NBA","PG",46,46,1412,346,791,0.437,68,214,0.318,278,577,0.482,0.48,242,293,0.826,55,208,263,319,88,7,177,104,1002,440,423,14932,3132,7237,319,1046,2813,6191,2251,2762,704,1467,2171,3045,718,132,1547,1042,8834,"2013-14",25,"OKC","NBA","PG",19,19,735,167,398,0.42,28,100,0.28,139,298,0.466,0.455,145,164,0.884,45,93,138,153,41,6,83,62,507,64,64,2420,539,1280,67,234,472,1046,399,469,114,273,387,428,112,21,228,185,1544
33,"Ryan Anderson","PF","6-10",240,"May 6, 1988","us",6,"University of California","http://www.basketball-reference.com/players/a/anderry01.html",8491500,"2013-14",25,"NOP","NBA","PF",22,14,795,155,354,0.438,67,164,0.409,88,190,0.463,0.532,59,62,0.952,66,76,142,17,10,7,20,47,436,357,147,8909,1514,3546,727,1884,787,1662,625,728,784,1216,2000,309,201,136,342,747,4380,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,408,32,103,22,64,10,39,13,14,27,54,81,10,10,5,15,50,99
5,"Ryan Hollins","C","7-0",240,"October 10, 1984","us",8,"University of California, Los Angeles","http://www.basketball-reference.com/players/h/holliry01.html",1316809,"2013-14",29,"LAC","NBA","PF",61,0,482,53,72,0.736,0,0,0,53,72,0.736,0.736,35,56,0.625,31,59,90,8,9,31,29,87,141,435,55,5233,585,1016,0,1,585,1015,482,734,374,565,939,127,82,231,335,910,1652,"2013-14",29,"LAC","NBA","PF",5,0,9,1,4,0.25,0,0,0,1,4,0.25,0.25,1,1,1,1,2,3,0,0,0,1,3,3,36,0,300,25,53,0,0,25,53,12,22,29,30,59,11,1,14,14,64,62
4,"Ryan Kelly","PF","6-11",230,"April 9, 1991","us",1,"Duke University","http://www.basketball-reference.com/players/k/kellyry01.html",1650000,"2013-14",22,"LAL","NBA","PF",59,25,1312,157,371,0.423,48,142,0.338,109,229,0.476,0.488,110,135,0.815,42,177,219,95,32,45,47,147,472,59,25,1312,157,371,48,142,109,229,110,135,42,177,219,95,32,45,47,147,472,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Samuel Dalembert","C","6-11",255,"May 10, 1981","ht",12,"Seton Hall University","http://www.basketball-reference.com/players/d/dalemsa01.html",3867282,"2013-14",32,"DAL","NBA","C",80,68,1614,214,377,0.568,0,1,0,214,376,0.569,0.568,101,137,0.737,200,341,541,38,41,94,90,210,529,854,673,21102,2753,5263,1,12,2752,5251,1179,1669,2236,4538,6774,436,423,1505,1232,2531,6686,"2013-14",32,"DAL","NBA","C",7,7,135,11,24,0.458,0,0,0,11,24,0.458,0.458,10,15,0.667,23,36,59,0,2,10,4,15,32,25,24,662,72,143,0,0,72,143,36,57,72,158,230,8,9,36,31,78,180
9,"Serge Ibaka","PF","6-10",235,"September 18, 1989","cg",5,"","http://www.basketball-reference.com/players/i/ibakase01.html",12350000,"2013-14",24,"OKC","NBA","PF",81,81,2666,524,978,0.536,23,60,0.383,501,918,0.546,0.548,156,199,0.784,224,485,709,85,39,219,123,233,1227,382,271,10483,1768,3233,45,123,1723,3110,573,784,991,1852,2843,188,156,997,466,1086,4154,"2013-14",24,"OKC","NBA","PF",17,17,581,87,147,0.592,5,13,0.385,82,134,0.612,0.609,26,34,0.765,31,85,116,12,11,42,20,54,205,71,65,2159,317,621,10,27,307,594,111,144,177,309,486,37,28,198,65,232,755
10,"Sergey Karasev","SG","6-7",208,"October 26, 1993","ru",1,"","http://www.basketball-reference.com/players/k/karasse01.html",1533840,"2013-14",20,"CLE","NBA","SF",22,1,156,12,35,0.343,4,19,0.211,8,16,0.5,0.4,9,10,0.9,0,16,16,6,3,1,11,22,37,22,1,156,12,35,4,19,8,16,9,10,0,16,16,6,3,1,11,22,37,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"Seth Curry","PG","6-2",185,"August 23, 1990","us",1,"Duke University","http://www.basketball-reference.com/players/c/curryse01.html",148028,"2013-14",23,"TOT","NBA","PG",2,0,13,1,3,0.333,1,1,1,0,2,0,0.5,0,0,0,0,1,1,0,2,0,0,0,3,2,0,13,1,3,1,1,0,2,0,0,0,1,1,0,2,0,0,0,3,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Shabazz Muhammad","SG","6-6",223,"November 13, 1992","us",1,"University of California, Los Angeles","http://www.basketball-reference.com/players/m/muhamsh01.html",1971960,"2013-14",21,"MIN","NBA","SG",37,0,290,57,124,0.46,3,11,0.273,54,113,0.478,0.472,26,40,0.65,24,29,53,6,8,1,16,24,143,37,0,290,57,124,3,11,54,113,26,40,24,29,53,6,8,1,16,24,143,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"Shane Larkin","PG","5-11",175,"October 2, 1992","us",1,"University of Miami","http://www.basketball-reference.com/players/l/larkish01.html",1606080,"2013-14",21,"DAL","NBA","PG",48,0,489,52,137,0.38,12,38,0.316,40,99,0.404,0.423,16,25,0.64,11,31,42,71,26,1,39,46,132,48,0,489,52,137,12,38,40,99,16,25,11,31,42,71,26,1,39,46,132,"2013-14",21,"DAL","NBA","PG",2,0,10,0,3,0,0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,0,1,0,0,2,0,10,0,3,0,1,0,2,0,0,0,1,1,2,0,0,1,0,0
34,"Shaun Livingston","PG","6-7",192,"September 11, 1985","us",9,"","http://www.basketball-reference.com/players/l/livinsh01.html",5305000,"2013-14",28,"BRK","NBA","PG",76,54,1974,235,487,0.483,1,6,0.167,234,481,0.486,0.484,158,191,0.827,67,179,246,245,93,31,105,172,629,466,176,10759,1294,2775,10,49,1284,2726,643,803,304,934,1238,1594,376,196,696,937,3241,"2013-14",28,"BRK","NBA","PG",12,10,325,44,86,0.512,1,1,1,43,85,0.506,0.517,27,37,0.73,8,34,42,40,5,5,22,41,116,24,10,657,80,162,2,2,78,160,44,58,24,74,98,97,12,11,45,72,206
42,"Shavlik Randolph","PF","6-10",240,"November 24, 1983","us",7,"Duke University","http://www.basketball-reference.com/players/r/randosh01.html",1227985,"2013-14",30,"PHO","NBA","PF",14,0,95,7,14,0.5,0,0,0,7,14,0.5,0.5,6,11,0.545,7,18,25,1,3,1,5,15,20,125,7,1076,120,252,1,1,119,251,75,137,135,190,325,32,39,35,56,177,316,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,1,0,0,0,1,3,4,0,3,3,0,0,0,0,2,3
3,"Shawne Williams","SF","6-9",225,"February 16, 1986","us",6,"University of Memphis","http://www.basketball-reference.com/players/w/willish03.html",1227985,"2013-14",27,"LAL","NBA","PF",36,13,751,73,192,0.38,42,129,0.326,31,63,0.492,0.49,14,20,0.7,25,142,167,30,19,30,21,93,202,251,36,4281,529,1312,211,634,318,678,159,217,211,568,779,176,102,135,167,521,1428,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,101,10,24,6,14,4,10,6,8,4,10,14,5,4,4,4,8,32
31,"Shawn Marion","SF","6-7",220,"May 7, 1978","us",15,"University of Nevada, Las Vegas","http://www.basketball-reference.com/players/m/mariosh01.html",1448490,"2013-14",35,"DAL","NBA","SF",76,76,2409,341,708,0.482,58,162,0.358,283,546,0.518,0.523,51,65,0.785,132,365,497,124,90,37,95,125,791,1106,1038,38996,7170,14789,779,2344,6391,12445,2305,2843,2668,7231,9899,2147,1732,1206,1717,2477,17424,"2013-14",35,"DAL","NBA","SF",7,7,193,24,59,0.407,4,18,0.222,20,41,0.488,0.441,7,11,0.636,14,23,37,13,6,1,5,11,59,103,103,3812,616,1346,71,223,545,1123,214,263,258,675,933,157,126,127,140,276,1517
8,"Shelvin Mack","PG","6-3",203,"April 22, 1990","us",3,"Butler University","http://www.basketball-reference.com/players/m/macksh01.html",2433333,"2013-14",23,"ATL","NBA","PG",73,11,1490,209,501,0.417,62,184,0.337,147,317,0.464,0.479,64,74,0.865,21,139,160,271,50,2,89,100,544,168,14,2685,355,847,92,275,263,572,115,149,36,256,292,470,93,4,171,189,917,"2013-14",23,"ATL","NBA","PG",7,0,118,19,47,0.404,10,27,0.37,9,20,0.45,0.511,9,12,0.75,3,10,13,25,4,0,6,10,57,11,0,140,23,56,12,32,11,24,9,12,6,14,20,32,4,0,6,10,67
